x,y,z,m
0.827174,0.575396,0.827174,0.604266
0.346080,0.390362,0.346080,0.769524
0.396558,0.016114,0.396558,0.623280
0.153783,0.486190,0.153783,0.030610
0.427290,0.657521,0.427290,0.345653
0.942442,0.491317,0.942442,0.189398
0.631397,0.304758,0.631397,0.964232
0.715415,0.649525,0.715415,0.010559
0.859218,0.973357,0.859218,0.812677
0.178838,0.721397,0.178838,0.159337
0.384503,0.033143,0.384503,0.666128
0.839259,0.691214,0.839259,0.564806
0.814783,0.478378,0.814783,0.167058
0.726218,0.599078,0.726218,0.908017
0.626179,0.321787,0.626179,0.376049
0.740135,0.497909,0.740135,0.235450
0.323862,0.114383,0.323862,0.447554
0.624653,0.535447,0.624653,0.697256
0.227027,0.590014,0.227027,0.430647
0.564592,0.161290,0.564592,0.410413
0.879147,0.434584,0.879147,0.194861
0.408368,0.459059,0.408368,0.447188
0.083071,0.180975,0.083071,0.480941
0.515793,0.603198,0.515793,0.948241
0.561235,0.228339,0.561235,0.076601
0.230659,0.441176,0.230659,0.361034
0.240730,0.986724,0.240730,0.117374
0.978515,0.200446,0.978515,0.803156
0.163610,0.146489,0.163610,0.512345
0.989105,0.320505,0.989105,0.550340
0.021821,0.073031,0.021821,0.494919
0.644215,0.409955,0.644215,0.650105
0.317667,0.326151,0.317667,0.298624
0.450240,0.328471,0.450240,0.659749
0.148564,0.304605,0.148564,0.957976
0.635945,0.393811,0.635945,0.509781
0.617634,0.015717,0.617634,0.233985
0.374920,0.713950,0.374920,0.492141
0.868557,0.969909,0.868557,0.665334
0.633442,0.644063,0.633442,0.373516
0.745720,0.200049,0.745720,0.743828
0.643025,0.368480,0.643025,0.633625
0.079653,0.406232,0.079653,0.215308
0.998077,0.607868,0.998077,0.828425
0.596973,0.225166,0.596973,0.505539
0.378582,0.451125,0.378582,0.078463
0.455397,0.624744,0.455397,0.270699
0.897824,0.312510,0.897824,0.682241
0.404279,0.423505,0.404279,0.073489
0.074831,0.013581,0.074831,0.854244
0.569445,0.935392,0.569445,0.183660
0.432295,0.990326,0.432295,0.588427
0.863521,0.738884,0.863521,0.503983
0.719077,0.625080,0.719077,0.646535
0.020966,0.571947,0.020966,0.620899
0.757866,0.703696,0.757866,0.671194
0.258370,0.351299,0.258370,0.980316
0.917844,0.997467,0.917844,0.424329
0.559526,0.317087,0.559526,0.188452
0.212348,0.970153,0.212348,0.150395
0.585528,0.302255,0.585528,0.437635
0.021638,0.610096,0.021638,0.064699
0.210028,0.127232,0.210028,0.056917
0.440382,0.387188,0.440382,0.966643
0.679403,0.119388,0.679403,0.188116
0.250343,0.334941,0.250343,0.977996
0.397809,0.757683,0.397809,0.586352
0.518143,0.257485,0.518143,0.406171
0.337443,0.441877,0.337443,0.545915
0.817805,0.061617,0.817805,0.732658
0.073580,0.387494,0.073580,0.951170
0.078463,0.213782,0.078463,0.726035
0.444899,0.645039,0.444899,0.452101
0.057039,0.322214,0.057039,0.680441
0.838466,0.244667,0.838466,0.765313
0.435835,0.843898,0.435835,0.778863
0.099979,0.465651,0.099979,0.099643
0.545274,0.916501,0.545274,0.581256
0.068941,0.230934,0.068941,0.707144
0.711417,0.315622,0.711417,0.638081
0.738762,0.626728,0.738762,0.558580
0.228767,0.536699,0.228767,0.228248
0.041871,0.546892,0.041871,0.144475
0.957915,0.001953,0.957915,0.222755
0.260109,0.462630,0.260109,0.400800
0.548021,0.392682,0.548021,0.072726
0.059572,0.316935,0.059572,0.759667
0.284738,0.105960,0.284738,0.922758
0.150975,0.544145,0.150975,0.325205
0.562639,0.836970,0.562639,0.849208
0.574725,0.214362,0.574725,0.174352
0.983001,0.285745,0.983001,0.223518
0.611072,0.303232,0.611072,0.782617
0.076357,0.989532,0.076357,0.200415
0.315348,0.086215,0.315348,0.574786
0.650319,0.279458,0.650319,0.331278
0.677999,0.658315,0.677999,0.600848
0.762047,0.362957,0.762047,0.302316
0.409894,0.578417,0.409894,0.336589
0.316019,0.530412,0.316019,0.797967
0.352306,0.639058,0.352306,0.609607
0.286721,0.487442,0.286721,0.489059
0.512192,0.760704,0.512192,0.649892
0.566149,0.811914,0.566149,0.146153
0.722373,0.011444,0.722373,0.265633
0.436567,0.535783,0.436567,0.877926
0.926511,0.751610,0.926511,0.144139
0.668233,0.852382,0.668233,0.494186
0.089480,0.902951,0.089480,0.277535
0.241859,0.948302,0.241859,0.994476
0.732444,0.343516,0.732444,0.513443
0.696554,0.960387,0.696554,0.181066
0.092898,0.427107,0.092898,0.230934
0.102084,0.057863,0.102084,0.397473
0.910031,0.627674,0.910031,0.141209
0.657002,0.649403,0.657002,0.391552
0.834651,0.309000,0.834651,0.213385
0.910825,0.715018,0.910825,0.303873
0.464583,0.619129,0.464583,0.725364
0.612079,0.263192,0.612079,0.781030
0.004700,0.509934,0.004700,0.439406
0.180761,0.912839,0.180761,0.213813
0.552019,0.881741,0.552019,0.903226
0.806024,0.600421,0.806024,0.100620
0.005921,0.852626,0.005921,0.875454
0.168798,0.411939,0.168798,0.535661
0.603442,0.153172,0.603442,0.876644
0.789575,0.539933,0.789575,0.822199
0.079104,0.645985,0.079104,0.864925
0.000916,0.365581,0.000916,0.210944
0.450453,0.970031,0.450453,0.036836
0.545213,0.665639,0.545213,0.763298
0.427869,0.310373,0.427869,0.753166
0.797296,0.944578,0.797296,0.339457
0.449995,0.292611,0.449995,0.589587
0.612049,0.891476,0.612049,0.712088
0.343730,0.002411,0.343730,0.512558
0.797204,0.962279,0.797204,0.804193
0.609424,0.130131,0.609424,0.180029
0.210791,0.086489,0.210791,0.052583
0.331126,0.240150,0.331126,0.367321
0.484054,0.499649,0.484054,0.896268
0.711539,0.165593,0.711539,0.517808
0.368847,0.699881,0.368847,0.389416
0.232368,0.527818,0.232368,0.418714
0.710471,0.530259,0.710471,0.940031
0.439406,0.380840,0.439406,0.001984
0.045167,0.385723,0.045167,0.172918
0.352672,0.981079,0.352672,0.269906
0.823084,0.545183,0.823084,0.918119
0.501572,0.681570,0.501572,0.346110
0.255501,0.628437,0.255501,0.324137
0.585131,0.951872,0.585131,0.651082
0.787835,0.178167,0.787835,0.096255
0.756981,0.522233,0.756981,0.203131
0.197058,0.367260,0.197058,0.859859
0.535722,0.653462,0.535722,0.044191
0.314615,0.830500,0.314615,0.648518
0.339915,0.531175,0.339915,0.790551
0.373821,0.621754,0.373821,0.517502
0.648335,0.785516,0.648335,0.308420
0.982665,0.295969,0.982665,0.281961
0.785089,0.135563,0.785089,0.515183
0.721366,0.116337,0.721366,0.380230
0.329753,0.158940,0.329753,0.304697
0.365154,0.386059,0.365154,0.862056
0.152562,0.186377,0.152562,0.598407
0.731864,0.905667,0.731864,0.501938
0.074587,0.321055,0.074587,0.520981
0.154546,0.554765,0.154546,0.037355
0.152867,0.583422,0.152867,0.701041
0.579241,0.999390,0.579241,0.532151
0.590472,0.180425,0.590472,0.697134
0.287423,0.523667,0.287423,0.864711
0.271798,0.900327,0.271798,0.548326
0.243934,0.987243,0.243934,0.341197
0.922758,0.631977,0.922758,0.450056
0.069430,0.906949,0.069430,0.434034
0.895718,0.009552,0.895718,0.554918
0.638142,0.664083,0.638142,0.644978
0.579821,0.181951,0.579821,0.898526
0.300424,0.836360,0.300424,0.493576
0.436171,0.707419,0.436171,0.450026
0.730613,0.654836,0.730613,0.630238
0.657888,0.572985,0.657888,0.288278
0.399396,0.586169,0.399396,0.074709
0.455275,0.339030,0.455275,0.902280
0.671773,0.039430,0.671773,0.579302
0.966063,0.408948,0.966063,0.617084
0.529435,0.198309,0.529435,0.117069
0.790429,0.423383,0.790429,0.144658
0.918668,0.977996,0.918668,0.495285
0.151311,0.780084,0.151311,0.259560
0.722831,0.107273,0.722831,0.093478
0.679464,0.278176,0.679464,0.599750
0.360027,0.335612,0.360027,0.726951
0.823603,0.887967,0.823603,0.592364
0.005890,0.765130,0.005890,0.634907
0.885586,0.645100,0.885586,0.504501
0.441176,0.307566,0.441176,0.593799
0.680654,0.670492,0.680654,0.619037
0.524277,0.266457,0.524277,0.155583
0.822443,0.314554,0.822443,0.535325
0.289102,0.044099,0.289102,0.011017
0.633168,0.426893,0.633168,0.595080
0.667623,0.973540,0.667623,0.477950
0.678945,0.750786,0.678945,0.433088
0.837458,0.275613,0.837458,0.114505
0.929716,0.442701,0.929716,0.653035
0.194678,0.141087,0.194678,0.457595
0.544542,0.716910,0.544542,0.628163
0.951476,0.937590,0.951476,0.885891
0.281747,0.614826,0.281747,0.427259
0.358501,0.541581,0.358501,0.608356
0.534013,0.899838,0.534013,0.865291
0.553026,0.795526,0.553026,0.777429
0.988617,0.076449,0.988617,0.679189
0.031159,0.089846,0.031159,0.727256
0.912503,0.535295,0.912503,0.828730
0.745750,0.070009,0.745750,0.337107
0.062532,0.822169,0.062532,0.922178
0.828883,0.468490,0.828883,0.519547
0.220557,0.032868,0.220557,0.767144
0.939756,0.061800,0.939756,0.833705
0.353648,0.332774,0.353648,0.046419
0.237037,0.752586,0.237037,0.223609
0.399182,0.601032,0.399182,0.118656
0.976897,0.776635,0.976897,0.881588
0.675008,0.200476,0.675008,0.944273
0.735221,0.034791,0.735221,0.236152
0.914670,0.871944,0.914670,0.135929
0.255623,0.550310,0.255623,0.065828
0.927488,0.753838,0.927488,0.134831
0.921995,0.050447,0.921995,0.736991
0.883755,0.526688,0.883755,0.510971
0.856105,0.673818,0.856105,0.567309
0.224860,0.682669,0.224860,0.389294
0.640217,0.802332,0.640217,0.314127
0.198523,0.920133,0.198523,0.000275
0.664998,0.018128,0.664998,0.787561
0.018830,0.663137,0.018830,0.355785
0.101840,0.185827,0.101840,0.588855
0.651570,0.706015,0.651570,0.049806
0.500748,0.659352,0.500748,0.973754
0.224036,0.982818,0.224036,0.184301
0.012909,0.614032,0.012909,0.840602
0.060701,0.461867,0.060701,0.419965
0.238411,0.503616,0.238411,0.843837
0.342906,0.165441,0.342906,0.151921
0.698721,0.642415,0.698721,0.632038
0.394299,0.314066,0.394299,0.810633
0.934629,0.912168,0.934629,0.211402
0.590838,0.596271,0.590838,0.287545
0.228584,0.594165,0.228584,0.433973
0.895993,0.562853,0.895993,0.486068
0.952696,0.326304,0.952696,0.610859
0.020997,0.146702,0.020997,0.997131
0.541002,0.185034,0.541002,0.250526
0.209876,0.307199,0.209876,0.900113
0.087527,0.892453,0.087527,0.922208
0.649617,0.799676,0.649617,0.688528
0.568651,0.148289,0.568651,0.243934
0.505387,0.069979,0.505387,0.320902
0.690848,0.087039,0.690848,0.996155
0.580676,0.274209,0.580676,0.396527
0.363323,0.859859,0.363323,0.359661
0.602435,0.422895,0.602435,0.456160
0.795770,0.341655,0.795770,0.279153
0.131138,0.650868,0.131138,0.407910
0.220893,0.963195,0.220893,0.951384
0.096164,0.611469,0.096164,0.078005
0.242195,0.667928,0.242195,0.438398
0.955809,0.996399,0.955809,0.886471
0.806513,0.994293,0.806513,0.405927
0.482345,0.179998,0.482345,0.648030
0.801691,0.282510,0.801691,0.986694
0.172369,0.988983,0.172369,0.497818
0.279305,0.006806,0.279305,0.768456
0.281899,0.596698,0.281899,0.942228
0.302347,0.232246,0.302347,0.907590
0.486465,0.543016,0.486465,0.034577
0.417707,0.196936,0.417707,0.367138
0.166265,0.878567,0.166265,0.676107
0.754021,0.018952,0.754021,0.280313
0.316507,0.434339,0.316507,0.041414
0.744163,0.528489,0.744163,0.438551
0.082308,0.216376,0.082308,0.129582
0.473067,0.224616,0.473067,0.904904
0.918973,0.925077,0.918973,0.439802
0.650288,0.357738,0.650288,0.752342
0.377148,0.599841,0.377148,0.772118
0.207617,0.136235,0.207617,0.926969
0.513047,0.388592,0.513047,0.153233
0.521897,0.058687,0.521897,0.236366
0.923460,0.442396,0.923460,0.887478
0.262398,0.370861,0.262398,0.462874
0.405927,0.934782,0.405927,0.732200
0.863887,0.647816,0.863887,0.601764
0.244118,0.206366,0.244118,0.198950
0.623768,0.500748,0.623768,0.224677
0.117649,0.034608,0.117649,0.979064
0.425275,0.409223,0.425275,0.967803
0.637562,0.027924,0.637562,0.494369
0.084689,0.678091,0.084689,0.145146
0.506180,0.145604,0.506180,0.573168
0.324290,0.519547,0.324290,0.486984
0.302530,0.342021,0.302530,0.250862
0.369854,0.260201,0.369854,0.002808
0.892361,0.336467,0.892361,0.695853
0.173284,0.673086,0.173284,0.970000
0.463210,0.507462,0.463210,0.260140
0.260475,0.434553,0.260475,0.046785
0.184820,0.912320,0.184820,0.655354
0.203742,0.706595,0.203742,0.510758
0.494095,0.431806,0.494095,0.253273
0.719565,0.843623,0.719565,0.621967
0.005249,0.039552,0.005249,0.511856
0.391217,0.224525,0.391217,0.111362
0.045137,0.196570,0.045137,0.525834
0.016572,0.209906,0.016572,0.793970
0.813196,0.370891,0.813196,0.702597
0.580523,0.223823,0.580523,0.307138
0.166662,0.682028,0.166662,0.562853
0.852809,0.961119,0.852809,0.973998
0.030915,0.670461,0.030915,0.666616
0.610523,0.719108,0.610523,0.791589
0.434400,0.192267,0.434400,0.663778
0.486007,0.854946,0.486007,0.544115
0.168828,0.438612,0.168828,0.470016
0.439283,0.367443,0.439283,0.041383
0.074435,0.080203,0.074435,0.567553
0.855770,0.604205,0.855770,0.481979
0.950072,0.537065,0.950072,0.430860
0.268960,0.093539,0.268960,0.941527
0.088260,0.372662,0.088260,0.077517
0.708121,0.501755,0.708121,0.986023
0.435621,0.813898,0.435621,0.744072
0.670888,0.714774,0.670888,0.410077
0.377758,0.395184,0.377758,0.686544
0.720908,0.045534,0.720908,0.100253
0.149541,0.728446,0.149541,0.106540
0.710501,0.565935,0.710501,0.023377
0.870266,0.397229,0.870266,0.201880
0.628468,0.563646,0.628468,0.339610
0.203650,0.976501,0.203650,0.342265
0.072420,0.124454,0.072420,0.640950
0.643330,0.177007,0.643330,0.370281
0.346843,0.839167,0.346843,0.314463
0.422681,0.114994,0.422681,0.027009
0.185400,0.635456,0.185400,0.030519
0.050111,0.706626,0.050111,0.502945
0.098788,0.735252,0.098788,0.356120
0.469253,0.187384,0.469253,0.113590
0.347331,0.736473,0.347331,0.493057
0.844050,0.756951,0.844050,0.100436
0.538621,0.820215,0.538621,0.141423
0.968902,0.348338,0.968902,0.556719
0.850215,0.082675,0.850215,0.487686
0.303903,0.522752,0.303903,0.477981
0.877255,0.992370,0.877255,0.318003
0.635029,0.488845,0.635029,0.938108
0.105167,0.971862,0.105167,0.256691
0.359020,0.247536,0.359020,0.389996
0.007294,0.105106,0.007294,0.129215
0.393902,0.861324,0.393902,0.091403
0.767571,0.969359,0.767571,0.450667
0.713920,0.848781,0.713920,0.655599
0.628071,0.592029,0.628071,0.039033
0.509751,0.704367,0.509751,0.727226
0.861843,0.533067,0.861843,0.753380
0.973693,0.542650,0.973693,0.783135
0.370403,0.091647,0.370403,0.357189
0.709677,0.868038,0.709677,0.058077
0.906552,0.638508,0.906552,0.506729
0.768670,0.469161,0.768670,0.595569
0.921873,0.072634,0.921873,0.864162
0.308573,0.438612,0.308573,0.423536
0.039430,0.403729,0.039430,0.335887
0.879665,0.317240,0.879665,0.855251
0.151555,0.458754,0.151555,0.435957
0.334391,0.363842,0.334391,0.915036
0.142369,0.714377,0.142369,0.774224
0.362865,0.949583,0.362865,0.889004
0.235389,0.253761,0.235389,0.669546
0.652852,0.077639,0.652852,0.000916
0.966369,0.848720,0.966369,0.888272
0.674886,0.027680,0.674886,0.213050
0.780755,0.166601,0.780755,0.507370
0.092532,0.125370,0.092532,0.151677
0.256508,0.102512,0.256508,0.902799
0.797632,0.636921,0.797632,0.158147
0.951750,0.236213,0.951750,0.862728
0.570086,0.788659,0.570086,0.464553
0.877194,0.414197,0.877194,0.825800
0.363475,0.911496,0.363475,0.494491
0.594104,0.456679,0.594104,0.244484
0.214850,0.710501,0.214850,0.288858
0.936766,0.989715,0.936766,0.073397
0.780175,0.659383,0.780175,0.056642
0.360179,0.402081,0.360179,0.382366
0.494186,0.520157,0.494186,0.850795
0.912839,0.927580,0.912839,0.094974
0.355846,0.987487,0.355846,0.368755
0.834071,0.851680,0.834071,0.851711
0.338267,0.458296,0.338267,0.878536
0.777062,0.843928,0.777062,0.998169
0.424024,0.926420,0.424024,0.269295
0.656331,0.414686,0.656331,0.698508
0.265206,0.001862,0.265206,0.227210
0.120334,0.497452,0.120334,0.173650
0.468673,0.055666,0.468673,0.536271
0.649312,0.155522,0.649312,0.064547
0.506027,0.489151,0.506027,0.503952
0.277688,0.414441,0.277688,0.920499
0.249001,0.128605,0.249001,0.512131
0.941954,0.218635,0.941954,0.812342
0.129521,0.744774,0.129521,0.692770
0.453200,0.513749,0.453200,0.070833
0.924802,0.697378,0.924802,0.728751
0.094790,0.453475,0.094790,0.149937
0.167516,0.704672,0.167516,0.779656
0.845149,0.731803,0.845149,0.615070
0.181097,0.737968,0.181097,0.532487
0.225105,0.039705,0.225105,0.256294
0.739708,0.041108,0.739708,0.377514
0.770928,0.647603,0.770928,0.326792
0.353435,0.275155,0.353435,0.709128
0.131687,0.111972,0.131687,0.905972
0.178533,0.787744,0.178533,0.351329
0.792138,0.107730,0.792138,0.387799
0.552629,0.007630,0.552629,0.108890
0.420087,0.385022,0.420087,0.094150
0.154546,0.964415,0.154546,0.442885
0.839442,0.851405,0.839442,0.013062
0.789941,0.932829,0.789941,0.271554
0.627461,0.778710,0.627461,0.661916
0.801050,0.202399,0.801050,0.896023
0.337657,0.135289,0.337657,0.075808
0.102023,0.972045,0.102023,0.051210
0.347484,0.042909,0.347484,0.920865
0.839229,0.369335,0.839229,0.081484
0.330821,0.358776,0.330821,0.732444
0.675985,0.595386,0.675985,0.241493
0.355693,0.382641,0.355693,0.278390
0.703207,0.194098,0.703207,0.121982
0.607013,0.688742,0.607013,0.047517
0.974181,0.446822,0.974181,0.200476
0.734123,0.082919,0.734123,0.862636
0.664968,0.891934,0.664968,0.517197
0.823481,0.684652,0.823481,0.618946
0.859462,0.969176,0.859462,0.475661
0.996429,0.133946,0.996429,0.147313
0.959502,0.789392,0.959502,0.768731
0.631642,0.923582,0.631642,0.202612
0.720054,0.028962,0.720054,0.429029
0.212958,0.855922,0.212958,0.576952
0.909482,0.949400,0.909482,0.005097
0.802026,0.625141,0.802026,0.337840
0.594531,0.541704,0.594531,0.861995
0.135777,0.524125,0.135777,0.191687
0.050600,0.796167,0.050600,0.606952
0.349315,0.276589,0.349315,0.972015
0.296884,0.096622,0.296884,0.640400
0.323405,0.993988,0.323405,0.252510
0.256478,0.740226,0.256478,0.831660
0.657308,0.257668,0.657308,0.085696
0.541551,0.581805,0.541551,0.319620
0.266182,0.325877,0.266182,0.865963
0.863552,0.803491,0.863552,0.438704
0.603992,0.465773,0.603992,0.317789
0.068270,0.809198,0.068270,0.769463
0.511002,0.410413,0.511002,0.609302
0.796167,0.244148,0.796167,0.314432
0.686483,0.940855,0.686483,0.590289
0.767266,0.139500,0.767266,0.799066
0.786370,0.593158,0.786370,0.155614
0.691519,0.181768,0.691519,0.097201
0.145940,0.490402,0.145940,0.733451
0.803980,0.107364,0.803980,0.782189
0.127476,0.299783,0.127476,0.898556
0.024781,0.222205,0.024781,0.802332
0.092837,0.314585,0.092837,0.110630
0.744469,0.046144,0.744469,0.281961
0.001190,0.661122,0.001190,0.577563
0.233985,0.082614,0.233985,0.447005
0.631703,0.631031,0.631703,0.243568
0.680013,0.713095,0.680013,0.675954
0.430982,0.137974,0.430982,0.902737
0.844997,0.216559,0.844997,0.675466
0.986114,0.299997,0.986114,0.437056
0.352367,0.914243,0.352367,0.781274
0.121921,0.146275,0.121921,0.179876
0.596637,0.438887,0.596637,0.383831
0.623920,0.449355,0.623920,0.404126
0.278634,0.129490,0.278634,0.479324
0.585803,0.682058,0.585803,0.935545
0.565600,0.550737,0.565600,0.345225
0.382092,0.099521,0.382092,0.891049
0.876370,0.137547,0.876370,0.341136
0.265938,0.946348,0.265938,0.541917
0.291452,0.964690,0.291452,0.834681
0.591662,0.788476,0.591662,0.302225
0.588397,0.641041,0.588397,0.252083
0.662435,0.970336,0.662435,0.841975
0.901700,0.329478,0.901700,0.254219
0.202887,0.196753,0.202887,0.325388
0.008057,0.891232,0.008057,0.037049
0.456923,0.240211,0.456923,0.774316
0.236641,0.155339,0.236641,0.757805
0.910184,0.772607,0.910184,0.556322
0.004059,0.313364,0.004059,0.085330
0.637745,0.322367,0.637745,0.998260
0.974609,0.438734,0.974609,0.876339
0.276925,0.356639,0.276925,0.124119
0.845454,0.131443,0.845454,0.975738
0.624836,0.488144,0.624836,0.518815
0.756706,0.287515,0.756706,0.142674
0.860897,0.807245,0.860897,0.316050
0.326640,0.993439,0.326640,0.101382
0.394757,0.339030,0.394757,0.311808
0.311930,0.545793,0.311930,0.716697
0.338786,0.625294,0.338786,0.202551
0.892605,0.595874,0.892605,0.295022
0.605792,0.431562,0.605792,0.948637
0.582263,0.419050,0.582263,0.010102
0.631611,0.579211,0.631611,0.262307
0.763482,0.309366,0.763482,0.453780
0.722831,0.902402,0.722831,0.221381
0.847530,0.099063,0.847530,0.311686
0.029359,0.330088,0.029359,0.007172
0.059908,0.803247,0.059908,0.164190
0.142308,0.093173,0.142308,0.767998
0.850398,0.389050,0.850398,0.412091
0.316294,0.056490,0.316294,0.607288
0.928007,0.670644,0.928007,0.327311
0.317423,0.175756,0.317423,0.696982
0.921445,0.328379,0.921445,0.228919
0.895779,0.079653,0.895779,0.515824
0.664113,0.053560,0.664113,0.783654
0.883023,0.776971,0.883023,0.212592
0.104190,0.817896,0.104190,0.431837
0.915250,0.488388,0.915250,0.094333
0.840052,0.267891,0.840052,0.938108
0.780450,0.603748,0.780450,0.239784
0.280038,0.244667,0.280038,0.067293
0.391339,0.763970,0.391339,0.237495
0.427992,0.428236,0.427992,0.385083
0.382855,0.068087,0.382855,0.049226
0.293222,0.107150,0.293222,0.183844
0.334880,0.405377,0.334880,0.998199
0.925626,0.073061,0.925626,0.533433
0.619922,0.912168,0.619922,0.882290
0.075900,0.640187,0.075900,0.456923
0.875759,0.554094,0.875759,0.212470
0.480819,0.789758,0.480819,0.231452
0.103000,0.833094,0.103000,0.576006
0.773156,0.439772,0.773156,0.813929
0.387982,0.619251,0.387982,0.124668
0.016968,0.839381,0.016968,0.391858
0.250130,0.108097,0.250130,0.188177
0.867885,0.088382,0.867885,0.059175
0.614795,0.902463,0.614795,0.012299
0.357891,0.781915,0.357891,0.616932
0.410901,0.219550,0.410901,0.622272
0.305918,0.779778,0.305918,0.499039
0.793542,0.222999,0.793542,0.811029
0.352702,0.101138,0.352702,0.823237
0.991668,0.479873,0.991668,0.252449
0.621021,0.944060,0.621021,0.566729
0.780663,0.542711,0.780663,0.739769
0.000916,0.829768,0.000916,0.866939
0.580248,0.656514,0.580248,0.548631
0.059786,0.872585,0.059786,0.447432
0.176794,0.590930,0.176794,0.925626
0.577532,0.174139,0.577532,0.168584
0.071261,0.597064,0.071261,0.701346
0.706717,0.343120,0.706717,0.703391
0.451704,0.489700,0.451704,0.028871
0.757805,0.139592,0.757805,0.338176
0.790948,0.854183,0.790948,0.246895
0.609210,0.244728,0.609210,0.898648
0.069247,0.378521,0.069247,0.868099
0.742485,0.155217,0.742485,0.800256
0.622089,0.310526,0.622089,0.692282
0.902524,0.202857,0.902524,0.224281
0.612537,0.039583,0.612537,0.044923
0.382672,0.698996,0.382672,0.418622
0.129154,0.803949,0.129154,0.140202
0.934874,0.204169,0.934874,0.123356
0.908689,0.522599,0.908689,0.569353
0.304849,0.922636,0.304849,0.121738
0.683370,0.752312,0.683370,0.914029
0.392285,0.221747,0.392285,0.915860
0.153996,0.769799,0.153996,0.484481
0.035920,0.276711,0.035920,0.527421
0.587390,0.778588,0.587390,0.182867
0.423750,0.839961,0.423750,0.423658
0.038972,0.241096,0.038972,0.491592
0.128147,0.135716,0.128147,0.567949
0.200659,0.335765,0.200659,0.586535
0.766106,0.879543,0.766106,0.595691
0.873257,0.538957,0.873257,0.575274
0.284219,0.422834,0.284219,0.115024
0.064241,0.332011,0.064241,0.860530
0.869076,0.022462,0.869076,0.132756
0.710501,0.033326,0.710501,0.628224
0.482162,0.235176,0.482162,0.604907
0.025819,0.755486,0.025819,0.461013
0.020264,0.437178,0.020264,0.112644
0.473647,0.486923,0.473647,0.076357
0.100436,0.468673,0.100436,0.663167
0.364696,0.299417,0.364696,0.189947
0.470260,0.403333,0.470260,0.615162
0.079684,0.679861,0.079684,0.503891
0.042909,0.442976,0.042909,0.729911
0.916868,0.987243,0.916868,0.819971
0.557421,0.936979,0.557421,0.346904
0.564806,0.034883,0.564806,0.278054
0.863796,0.526719,0.863796,0.684713
0.199927,0.797327,0.199927,0.719321
0.833064,0.415387,0.833064,0.266579
0.209265,0.242347,0.209265,0.174444
0.892666,0.762261,0.892666,0.471541
0.538133,0.288156,0.538133,0.477065
0.186377,0.202307,0.186377,0.209784
0.662587,0.885220,0.662587,0.001831
0.359600,0.490799,0.359600,0.723869
0.187353,0.223365,0.187353,0.527940
0.969451,0.272744,0.969451,0.514115
0.068270,0.063906,0.068270,0.227149
0.519974,0.977447,0.519974,0.389599
0.460128,0.196570,0.460128,0.777337
0.122227,0.838008,0.122227,0.643971
0.189123,0.021546,0.189123,0.600543
0.779565,0.035981,0.779565,0.356090
0.850673,0.256539,0.850673,0.226386
0.297617,0.970794,0.297617,0.815912
0.531968,0.768792,0.531968,0.780358
0.819575,0.654195,0.819575,0.075167
0.159703,0.532060,0.159703,0.596942
0.986328,0.230018,0.986328,0.623310
0.472793,0.708823,0.472793,0.958159
0.721580,0.618549,0.721580,0.188086
0.619770,0.857051,0.619770,0.956572
0.642018,0.286081,0.642018,0.661550
0.381756,0.262429,0.381756,0.483688
0.092502,0.139439,0.092502,0.150548
0.019898,0.395428,0.019898,0.343394
0.806238,0.545579,0.806238,0.152898
0.748192,0.493088,0.748192,0.489975
0.189764,0.476058,0.189764,0.857784
0.830897,0.266305,0.830897,0.391491
0.233375,0.776543,0.233375,0.571703
0.305460,0.731712,0.305460,0.518143
0.046052,0.561388,0.046052,0.269326
0.330058,0.168767,0.330058,0.955443
0.015778,0.733207,0.015778,0.269173
0.156163,0.201819,0.156163,0.142521
0.594562,0.627277,0.594562,0.034333
0.726432,0.007050,0.726432,0.735588
0.708670,0.781243,0.708670,0.098453
0.897061,0.644581,0.897061,0.595782
0.793786,0.829432,0.793786,0.116306
0.285684,0.515427,0.285684,0.902982
0.455092,0.522599,0.455092,0.039705
0.743919,0.943663,0.743919,0.393628
0.752617,0.872311,0.752617,0.418226
0.455092,0.883267,0.455092,0.724387
0.111057,0.420545,0.111057,0.825037
0.656789,0.750328,0.656789,0.960082
0.855373,0.634236,0.855373,0.407544
0.988617,0.379955,0.988617,0.187262
0.370495,0.424726,0.370495,0.563433
0.464766,0.108432,0.464766,0.252297
0.886807,0.792413,0.886807,0.741142
0.071749,0.980102,0.071749,0.624775
0.890103,0.596088,0.890103,0.365886
0.991150,0.079440,0.991150,0.385662
0.156896,0.447768,0.156896,0.890378
0.446852,0.988250,0.446852,0.340770
0.414563,0.731895,0.414563,0.970428
0.178289,0.367351,0.178289,0.258797
0.626270,0.750145,0.626270,0.766015
0.537706,0.664052,0.537706,0.234809
0.901425,0.990753,0.901425,0.366863
0.212836,0.943754,0.212836,0.178472
0.030671,0.523148,0.030671,0.343303
0.574786,0.847285,0.574786,0.427198
0.646138,0.517533,0.646138,0.422071
0.650441,0.672781,0.650441,0.484695
0.006409,0.889309,0.006409,0.286996
0.720267,0.582781,0.720267,0.883908
0.407025,0.068545,0.407025,0.504868
0.540910,0.936216,0.540910,0.175634
0.215155,0.894864,0.215155,0.576220
0.192907,0.745445,0.192907,0.041566
0.530290,0.636402,0.530290,0.110996
0.553270,0.258339,0.553270,0.532731
0.468947,0.134922,0.468947,0.129551
